sap_id,streetlight_model,streetlight_type,streetlight_wattage,streetlight_voltage,lng,lat,location_description
SX-003947-001,COBRA,IND,85,240,-117.2169795,32.84835475,SCRIPPS ST @ TULANE WY N/S
SS-024566-001,COBRA,IND,85,240,-117.2162842,32.84577749,SCRIPPS ST N/O OCCIDENTAL ST 320 W/S
SX-004041-001,COBRA,IND,85,240,-117.2153126,32.84529679,OCCIDENTAL ST @ SCRIPPS ST S/S
SS-014580-002,COBRA,IND,85,240,-117.2186471,32.83169803,JEMEZ DR S/O HIDALGO AV 500' N/S
SX-003984-001,COBRA,IND,85,240,-117.2170732,32.84700772,CARNEGIE CT @ SCRIPPS ST SW
SX-004641-001,COBRA,IND,85,240,-117.2199837,32.83166801,IDLEWILD WY @ ISLETA AV SW
SS-013967-001,COBRA,IND,85,240,-117.2188083,32.83079992,IDLEWILD WY S/O ISLETA
SX-003989-001,COBRA,IND,85,240,-117.2178593,32.84693157,CARNEGIE CT @ CARNEGIE ST SW
SS-012896-002,COBRA,IND,85,240,-117.2189068,32.83015714,HAIDAS AV N/O JUTLAND DR 350 E/S
SX-004020-001,COBRA,IND,85,240,-117.2175207,32.84601454,CARNEGIE PL @ CARNEGIE ST NW
SS-006502-001,COBRA,IND,85,240,-117.2186504,32.8469823,CARNEGIE CT W/O CARNEGIE ST @ CDS
SX-004666-001,COBRA,IND,85,240,-117.2206741,32.83094003,HAIDAS AV @ ISLETA AV W/S
SX-004693-001,COBRA,IND,85,240,-117.2210629,32.8306667,GUILITOY AV @ ISLETA AV W/S
SS-018748-002,COBRA,IND,85,120,-117.2282873,32.83317563,MONONGAHELA ST S/O LUNA
SS-018748-003,COBRA,IND,85,240,-117.2268703,32.83192772,MONONGAHELA ST S/O LUNA AV 1300' E/S
SS-016995-001,COBRA,IND,85,120,-117.2268964,32.83453924,LUNA AV W/O EPINETTE AV N/S
SS-018744-001,COBRA,IND,85,240,-117.2298628,32.83663959,MONONGAHELA ST N/O WYANDOTTE AV @ CDS
SX-004371-001,COBRA,IND,85,240,-117.229667,32.83580273,MONONGAHELA ST @ WYANDOTTE AV W/S
SX-004419-001,COBRA,IND,85,240,-117.2293303,32.8351119,MONONGAHELA ST @ TONTO WY W/S
SX-004453-001,COBRA,IND,85,240,-117.2288344,32.83456049,HAVASUPAI AV @ MONONGAHELA ST W/S
SX-004486-001,COBRA,IND,85,240,-117.2284059,32.83405278,LUNA AV @ MONONGAHELA ST W/S
SS-013182-001,COBRA,IND,85,240,-117.2274231,32.83507791,HAVASUPAI AV W/O EPINETTE AV N/S
SX-004405-001,COBRA,IND,85,240,-117.2260339,32.83548901,EPINETTE AV @ HAVASUPAI AV NE
SX-004355-001,COBRA,IND,85,240,-117.2264181,32.83600043,EPINETTE AV @ TONTO WY N/S
SS-022319-001,COBRA,IND,85,240,-117.2264935,32.8338716,FARGO AV POWHATTAN AV NW
SS-010105-001,COBRA,IND,85,240,-117.2244908,32.83310542,EL PENON WY E/O FARGO AV 325' N/S
SX-004573-001,COBRA,IND,85,240,-117.224843,32.83270993,EL PENON WY @ FARGO AV W/S
SS-026608-001,COBRA,IND,85,240,-117.2279025,32.83557529,TONTO WY E/O MONONGAHELA AV 325' N/S
SX-004330-001,COBRA,IND,85,120,-117.2260914,32.83657757,TONTO WY @ WYANDOTTE AV E/S
SS-029113-002,COBRA,IND,85,240,-117.2272979,32.83647538,WYANDOTTE AV W/O TONTO WY 500'
SS-029113-001,COBRA,IND,85,240,-117.2284853,32.83606054,WYANDOTTE E/O MONONGAHELA AV N/S
SX-004394-001,COBRA,IND,85,240,-117.2233389,32.83555809,HAVASUPAI AV @ WYANDOTTE AV N/S
SX-004268-001,COBRA,IND,85,240,-117.220232,32.83766753,EDELL PL @ EDWIN PL S/E
SS-003562-001,COBRA,IND,85,240,-117.2188439,32.83702011,BARBY PL N/O HIDALGO AV
SX-004324-001,COBRA,IND,85,240,-117.2193128,32.83651439,BARBY PL @ HIDALGO AV S/S
SS-012896-001,COBRA,IND,85,120,-117.219551,32.83053648,HAIDAS AV E/O ISLETA AV 320' N/S
SX-004729-001,COBRA,IND,85,240,-117.2200472,32.83006373,GUILITOY AV @ GUILITOY CT N/S
SX-004710-001,COBRA,IND,85,240,-117.2218011,32.83033196,FAWN AV @ ISLETA AV S/S
SX-004674-001,COBRA,IND,85,240,-117.2221053,32.83094518,FAWN AV @ HIDALGO AV W/S
SX-004613-001,COBRA,IND,85,240,-117.2207553,32.83183963,HIDALGO AV @ IDLEWILD WY SE
SX-004581-001,COBRA,IND,85,240,-117.2201354,32.8325955,HIDALGO AV @ JEMEZ DR SE
SX-004595-001,COBRA,IND,85,240,-117.216298,32.83227226,JUTLAND DR @ MANDAN WY E/S
SX-004524-001,COBRA,IND,85,240,-117.216596,32.83346964,JUTLAND DR @ MASSASOIT AV E/S
SX-004506-001,COBRA,IND,85,240,-117.2192219,32.83381689,HIDALGO AV @ MASSASOIT AV SE
SX-004465-001,COBRA,IND,85,240,-117.2186771,32.83466134,HIDALGO AV @ NAUGATUCK AV SE
SS-019705-001,COBRA,IND,85,240,-117.2216189,32.83481152,NAUGATUCK AV NE/O LUNA AV 200' NW/S
SS-019705-002,COBRA,IND,85,240,-117.2196816,32.83466908,NAUGATUCK PL W/O HIDALGO AV N/S
SS-013183-003,COBRA,IND,85,240,-117.2213621,32.83552207,HAVASUPAI AV E/O GALLATIN AV 388' N/S
SS-013183-002,COBRA,IND,85,240,-117.2207077,32.83595495,HAVASUPAI AV E/O GALLATIN AV 495' N/S
SS-013183-001,COBRA,IND,85,240,-117.2195455,32.83540667,HAVASUPAI AV W/O HIDALGO AV S/S
SS-009879-001,COBRA,IND,85,120,-117.2208967,32.83745056,EDELL PL W/O EDWIN @ CURVE N/S
SX-004313-001,COBRA,IND,85,240,-117.2197318,32.83665307,EDWIN PL @ GALLATIN WY S/S
SS-002809-001,COBRA,IND,85,240,-117.2169676,32.83842582,ARROYO LINDO AV N/O SUNLINE AV @ CDS
SX-004294-001,COBRA,IND,85,240,-117.2175744,32.83714588,ARROYO LINDO AV @ SUNLINE AV NE
SX-004431-001,COBRA,IND,85,240,-117.2186661,32.83500434,HIDALGO AV @ OSCEOLA AV SE
SX-004404-001,COBRA,IND,85,240,-117.2186731,32.8354117,HAVASUPAI AV @ HIDALGO AV S/S
SX-004363-001,COBRA,IND,85,240,-117.218675,32.83571815,ARROYO LINDO AV @ HIDALGO AV S/S
SS-009426-001,COBRA,IND,85,240,-117.2169221,32.83539531,DOW PL E/O SUNLINE AV @ CDS
SX-004376-001,COBRA,IND,85,240,-117.2176373,32.83573525,DOW PL @ SUNLINE AV @ CDS
SX-004656-001,COBRA,IND,85,240,-117.2117497,32.8314735,MORAGA AV @ OGALALA
SS-017000-001,COBRA,IND,85,240,-117.2141781,32.83052325,LUNA AV N/O MORAGA AV N/S
SX-004616-001,COBRA,IND,85,240,-117.2150674,32.83214241,LAKE FOREST AV @ MOCCASIN AV NWS
SS-018690-001,COBRA,IND,85,240,-117.2142185,32.83151321,MOCCASIN AV E/O LAKE FOREST AV N/S
SS-020367-002,COBRA,IND,85,240,-117.2127297,32.83234072,OGALALA AV N/O NEOSHO AV 570' W/S
SX-004566-001,COBRA,IND,85,240,-117.2136759,32.83297546,NEOSHO PL @ OGALALA AV N/S
SX-004531-001,COBRA,IND,85,240,-117.2142928,32.8334286,LAKE FOREST AV @ OGALALA AV E/S
SS-020365-001,COBRA,IND,85,240,-117.2149873,32.83422617,OGALALA AV W/O LAKE FOREST AV @ CDS
SS-019755-002,COBRA,IND,85,240,-117.2136516,32.83189182,NEOSHO PL W/O MORAGA AV 660' S/S
SS-019755-001,COBRA,IND,85,240,-117.2139374,32.83215178,NEOSHO PL SW/O OGALALA AV 230' W/S
SX-004672-001,COBRA,IND,85,240,-117.2110654,32.83110268,NORWALK AV @ OGALALA AV N/S
SX-004763-001,COBRA,IND,85,240,-117.2108664,32.82934327,MOCCASIN AV @ OTAMI AV W/S
SX-004766-001,COBRA,IND,85,240,-117.2128308,32.82926035,LUNA AV @ MORAGA AV SW
SX-004724-001,COBRA,IND,85,240,-117.2122789,32.82989306,MOCCASIN AV @ MORAGA AV SW
SX-004682-001,COBRA,IND,85,240,-117.2120157,32.8308218,MORAGA AV @ NEOSHA
SX-004790-001,COBRA,IND,85,240,-117.2119373,32.82880067,LUNA AV @ NORWALK AV NE
SX-004802-001,COBRA,IND,85,240,-117.2108157,32.828728,LUNA AV @ OTOMI AV NE
SX-004484-001,COBRA,IND,85,240,-117.225012,32.83421202,POWHATAN AV W/O FARGO AV @ CDS
SX-004446-001,COBRA,IND,85,120,-117.2258518,32.83498289,EPINETTE AV @ LUNA AV NE
SX-004145-001,COBRA,IND,85,240,-117.2104811,32.84136419,CLEMENTE PL @ GAYLORD CT S/S
SX-004275-001,COBRA,IND,85,240,-117.2109476,32.83774419,ARGONNE CT @ ARGONNE ST S/S
SX-004352-001,COBRA,IND,85,240,-117.2118768,32.83606477,MERRIMAC AV @ MERRIMAC CT
SS-006979-009,COBRA,IND,85,120,-117.2287452,32.85718288,CHARMANT DR N/O L J COLONY DR 200 S
SS-006979-001,COBRA,IND,85,120,-117.2292039,32.85800949,CO VALERIANO @ CHARMANT DR
SS-006979-007,COBRA,IND,85,120,-117.2294883,32.85806971,CHARMANT DR N/O CMTO VALERIANO 200' W/S
SS-006979-008,COBRA,IND,85,120,-117.2295817,32.86027632,CHARMANT DR NW/O L J COLONY 1525'
SX-003693-004,COBRA,IND,85,120,-117.2279335,32.85715252,CHARMANT DR @ L J COLONY DR NW
SX-003693-003,COBRA,IND,85,120,-117.2278937,32.85691121,CHARMANT DR @ L J COLONY DR SW
SS-021084-001,COBRA,IND,85,120,-117.2263983,32.85739644,CO FRANCHE @ PALMILLA DR SE
SX-004341-001,COBRA,IND,85,120,-117.213066,32.83625448,MERRIMAC AV @ PARK WEST AV S/S
SX-004277-001,COBRA,IND,85,120,-117.2128061,32.83760388,ARGONNE ST @ PARK WEST AV W/S
SS-018145-002,COBRA,IND,85,120,-117.2107295,32.83682636,MERRIMAC CT N&E/O MERRIMAC AV @ CDS
SS-018145-001,COBRA,IND,85,120,-117.2119351,32.83655792,MERRIMAC CT N/O MERRIMAC AV @ TURN N/S
SX-004257-001,COBRA,IND,85,120,-117.2135231,32.83792241,PARK RIM CT @ PARK RIM DR E/S
SS-021084-003,COBRA,IND,85,120,-117.2254314,32.85814777,CO GRIMALDI @ PALMILLA DR N/S
SS-021084-002,COBRA,IND,85,120,-117.2268473,32.85740588,CO FRANCHE @ PALMILLA DR N/S
SX-004208-001,COBRA,IND,85,120,-117.2138528,32.83926183,PARK RIM DR @ PARK WEST LN W/S
SX-004203-001,COBRA,IND,85,120,-117.212643,32.83949809,PARK WEST AV @ PARK WEST LN E/S
SS-021247-001,COBRA,IND,85,120,-117.2128706,32.83999108,PARK WEST AV N/O PARK WEST LN @ CDS
SX-003599-003,COBRA,IND,85,120,-117.2252198,32.86159646,ARRIBA ST @ PALMILLA DR SE
SX-003599-007,COBRA,IND,85,120,-117.2229499,32.86118826,ARRIBA ST @ REGENTS RD SW
SX-004318-001,COBRA,IND,85,120,-117.2136908,32.83678003,MERRIMAC AV @ PARK RIM DR W/S
SS-022989-002,COBRA,IND,85,120,-117.221303,32.8579432,REGENTS RD S/O PORTE DE MERANO 865'
SX-004351-001,COBRA,IND,85,120,-117.2141854,32.83618163,CONRAD AV @ PARK RIM DR W/S
SX-004407-001,COBRA,IND,85,120,-117.2126496,32.83551031,CONRAD AV @ CONRAD CT N/S
SS-022989-001,COBRA,IND,85,120,-117.2217242,32.85895224,REGENTS RD S/O ARRIBA ST 740' E/S
SX-003599-005,COBRA,IND,85,120,-117.2226085,32.8612317,ARRIBA ST @ REGENTS RD SEE
SX-003602-001,COBRA,IND,85,120,-117.2208352,32.86142334,ARRIBA ST @ CM AGUILA N/S
SX-003599-004,COBRA,IND,85,120,-117.2226742,32.86148777,ARRIBA ST @ REGENTS RD NEN
SS-002680-001,COBRA,IND,85,240,-117.2105334,32.84001883,ARGONNE CT N/O ARGONNE ST @ CDS
SX-003599-006,COBRA,IND,85,120,-117.2230524,32.86146712,ARRIBA ST @ REGENTS RD NWW
SX-004444-001,COBRA,IND,85,120,-117.2245395,32.83487516,FARGO AV @ LUNA AV N/S
,COBRA,IND,85,120,-117.2274294,32.83404695,CS LUNA AV E/O MONONGAHELA ST 265' S/S
SS-018748-001,COBRA,IND,55,120,-117.2272165,32.83086053,MONONGAHELA ST S/O LUNA @ CURVE
SS-020727-001,COBRA,IND,85,120,-117.21799,32.83506131,OSCEOLA AV E/O HILDALGO AV 210'
,COBRA,IND,85,240,-117.2169924,32.83658041,SUNLINE AV E/O ARROYO LINDA AV E/S
SX-004652-001,COBRA,IND,85,120,-117.216631,32.83150061,JUTLAND DR @ LUNA AV E/S
,COBRA,IND,85,120,-117.2194352,32.83282276,CS LUNA AV E/O HIDALGO AV 165' S/S
SS-024275-005,COBRA,IND,85,240,-117.2319348,32.8311813,AI SANTA FE ST N/O TRAILER PARK ENT 300'
SX-003797-001,COBRA,IND,85,120,-117.2239936,32.85258877,ARNOLDLSON AV @ BRANTING ST N/S
SX-004060-002,COBRA,IND,85,120,-117.2444911,32.84436139,L J SCENIC DR @ VIA CAPRI SWS
SX-003943-001,COBRA,IND,85,120,-117.2217022,32.84838602,HONORS DR @ RENAULT WY W/S
SX-003967-001,COBRA,IND,150,120,-117.2218122,32.8478069,AWARD RW @ HONORS DR W/S
SX-003901-001,COBRA,IND,85,120,-117.2205315,32.85002948,FRIED AV @ HONORS ST N/S
SX-003865-001,COBRA,IND,85,120,-117.2194773,32.85051323,FRIED AV @ RENAULT WY N/S
SS-027625-002,COBRA,IND,85,120,-117.2430078,32.84439322,VIA CAPRI SE/O L J SCENIC DR 350'
SS-009495-001,COBRA,IND,85,120,-117.2186143,32.85236414,DUCOMMUN AV E/O DUNANT ST S/S
,COBRA,IND,85,120,-117.2176083,32.85388384,BUISSON ST @ BUNCHE AV N/S
SS-027625-001,COBRA,IND,85,120,-117.2434672,32.84481083,VIA CAPRI E/O L J SCENIC DR 200'
,COBRA,IND,85,120,-117.2191098,32.8498479,RENAULT ST @ RENAULT WY NW
,COBRA,IND,85,120,-117.219699,32.8493747,RENAULT ST W/O RENAULT WY 300' S/S
SS-023026-001,COBRA,IND,85,120,-117.2199006,32.84844104,RENAULT PL E/O RENAULT ST @ CDS
SS-015739-001,COBRA,IND,85,120,-117.2159451,32.85540134,LAHITTE CT E/O REGENTS RD 450' N/S
SX-003888-001,COBRA,IND,70,120,-117.2184051,32.84993234,RENAULT ST E/O RENAULT WY 150' CDS
SS-025188-004,COBRA,IND,165,120,-117.2455796,32.83198289,CO BLYTHEFIELD @ SOLEDAD MOUNTAIN RD W/S
SS-025188-003,COBRA,IND,85,120,-117.2453573,32.83218601,CO BLYTHEFIELD @ SOLEDAD MOUNTAIN RD NE
SS-025188-010,COBRA,IND,55,120,-117.2459419,32.83406669,SOLEDAD MTN RD N/O CMTO BLYTHEFIELD 800'
SS-025188-005,COBRA,IND,85,240,-117.2448914,32.83072994,RIDGEGATE ROW @ SOLEDAD MTN RD NEN
SS-025188-007,COBRA,IND,85,240,-117.2447782,32.83045248,RIDGEGATE ROW @ SOLEDAD MTN RD SE
SS-025188-008,COBRA,IND,85,240,-117.2450867,32.83042053,RIDGEGATE ROW @ SOLEDAD MTN RD SWS
SS-025188-006,COBRA,IND,85,240,-117.2451694,32.8306693,RIDGEGATE ROW @ SOLEDAD MTN RD NWN
SX-004826-002,COBRA,IND,165,120,-117.2420879,32.82791454,SAGEBRUSH RD @ SOLEDAD MTN RD SW
SS-023881-003,COBRA,IND,165,120,-117.2426853,32.82885495,SOLEDAD MT RD N/O SAGEBRUSH RD
,COBRA,IND,85,120,-117.2436467,32.82914844,SOLEDAD MTN RD N/O SAGEBRUSH RD 600' W/S
SS-023881-002,COBRA,IND,85,240,-117.2428418,32.82727125,AI SAGEBRUSH S/O SOLEDAD MTN-5962
,COBRA,IND,165,120,-117.2416723,32.8273782,SOLEDAD MTN RD S/O SAGEBRUSH RD 300' W/S
SS-023880-001,COBRA,IND,85,120,-117.2414501,32.82873348,SAGEBRUSH RD SE/O SOLEDAD MTN RD 350'
SS-009131-004,COBRA,IND,85,240,-117.2361864,32.82753351,DESERT VIEW DR S&E/O PALIMINO CIR 550
SX-004798-001,COBRA,IND,85,120,-117.2372226,32.82865862,DESERT VIEW @ PALOMINO CIR N/S
SX-003790-001,COBRA,IND,55,120,-117.220231,32.85283463,BRIAND AV @ DUNANT ST NW
SS-012137-001,COBRA,IND,165,240,-117.2373429,32.85407805,GILMAN DR S/O VIA ALICANTE 2700' W/S
SS-027553-002,COBRA,IND,85,120,-117.2325568,32.86040604,VIA ALICANTE E/O VIA MALLORCA 460' S/S
SS-027806-001,COBRA,IND,85,120,-117.2334945,32.8562418,VIA MARIN E/O VIA MALLORCA 570' N/S
SX-003697-001,COBRA,IND,85,120,-117.2352545,32.85680133,VIA MALLORCA S/O VIA MARIN 870
SS-027796-001,COBRA,IND,85,120,-117.2357071,32.85446226,VIA MALLORCA @ VIA MARIN W/S
SS-027794-002,COBRA,LPS,85,120,-117.2349984,32.85739343,VIA MALLORCA N/O VIA MARIN 360' E/S
SS-027794-004,COBRA,IND,85,120,-117.2351783,32.85808107,VIA MALLORCA N/O VIA MARIN 420' W/S
SS-027794-001,COBRA,IND,85,120,-117.234818,32.85877175,CO EASTBLUFF @ VIA MALLORCA E/S
SS-027891-001,COBRA,IND,85,120,-117.2311809,32.85724993,VIA SONOMA S/O VIA ALICANTE 1260' E/S
SS-027891-002,COBRA,IND,85,120,-117.2310008,32.85896158,VIA SONOMA S/O VIA ALICANTE 630' W/S
SX-003623-002,COBRA,IND,85,120,-117.2308967,32.86072816,VIA ALICANTE @ VIA SONOMA N/S CRV
SX-003610-004,COBRA,IND,85,120,-117.2334185,32.86080696,VIA ALICANTE @ VIA MALLORCA SE
SX-003610-003,COBRA,IND,85,120,-117.233691,32.86090025,VIA ALICANTE @ VIA MALLORCA SW
SX-003610-001,COBRA,IND,85,120,-117.2333542,32.86101208,VIA ALICANTE @ VIA MALLORCA NE
SX-003610-002,COBRA,IND,85,120,-117.2336041,32.86115694,VIA ALICANTE @ VIA MALLORCA SW
SS-027552-002,COBRA,IND,85,120,-117.2348865,32.86185825,VIA ALICANTE E/O GILMAN DR N/S
SX-003993-001,COBRA,IND,85,240,-117.2261468,32.84685308,LAMAS ST @ NANSEN AV E/S
SX-003973-001,COBRA,IND,85,240,-117.2261236,32.84760578,LAMAS ST @ LANGE AV E/S
SS-015900-001,COBRA,IND,85,240,-117.2260753,32.84859323,LAMAS ST N/O GOBAT AV @ CDS
SX-003950-001,COBRA,IND,85,240,-117.2262853,32.84826067,GOBAT AV @ LAMAS ST NW
SS-012291-001,COBRA,IND,85,240,-117.2275285,32.84816707,GOBAT AV E/O MOTT ST 320' N/S
SX-003968-001,COBRA,IND,85,240,-117.2291183,32.8475231,GOBAT AV @ MOTT ST W/S
SX-003988-001,COBRA,IND,85,240,-117.228724,32.84691282,LANGE AV @ MOTT ST W/S
SX-004006-001,COBRA,IND,85,240,-117.2282279,32.84627904,MOTT ST @ NANSEN AV S/S
SS-019621-001,COBRA,IND,85,120,-117.2270152,32.84671711,NANSEN AV W/O LAMAS ST 240' S/S
SS-015903-001,COBRA,IND,85,240,-117.2263694,32.84628779,LAMAS ST S/O NANSEN AV @ TURN SW
SS-016030-001,COBRA,IND,85,240,-117.2272833,32.84749718,LANGE AV E/O MOTT ST N/S
SX-004010-001,COBRA,IND,85,240,-117.2226411,32.84630982,HONORS DR @ SANDBURG AV W/S
SX-004037-001,COBRA,IND,85,240,-117.2231872,32.84547559,HONORS CT @ HONORS DR W/S
SS-013713-001,COBRA,IND,85,240,-117.2239138,32.84221738,HONORS DR N/O CURIE ST 350' W/S
SS-008454-001,COBRA,IND,85,240,-117.2230663,32.84109334,CURIE WY E/O HONORS DR N/S
SX-004146-001,COBRA,IND,85,240,-117.2235388,32.84137106,CURIE PL @ HONORS DR E/S
SS-013713-002,COBRA,IND,85,240,-117.2236892,32.84395491,HONORS DR S/O HONORS CT 500' E/S
SS-013707-001,COBRA,IND,85,240,-117.2224512,32.84500002,HONORS CT E/O HONORS DR @ CDS
SS-024187-001,COBRA,IND,85,120,-117.2219669,32.84587238,SANDBURG AV N/O SANDBURG CT 349'
,COBRA,IND,85,120,-117.2214848,32.84558437,PENNANT WY E/O HONORS DR 122' S/S
SS-024189-001,COBRA,IND,85,120,-117.2197003,32.84349763,SANDBURG AV S/O SANDBURG CT 180' E/S
SX-004090-001,COBRA,IND,85,240,-117.2209791,32.84355722,DALEN AV @ DALEN PL E/S
SS-008635-001,COBRA,IND,85,240,-117.2226157,32.84397291,DALEN PL W/O DALEN AV @ CDS
SX-004154-001,COBRA,IND,85,240,-117.2220168,32.84109746,CURIE ST @ CURIE WY S/S
SS-021866-003,COBRA,IND,85,120,-117.2215884,32.84226026,PIRE AV NW/O CURIE ST N/S
SS-021866-002,COBRA,IND,85,240,-117.2225756,32.84264381,PIRE AV N/O CURIE ST @ CDS
SX-004131-001,COBRA,IND,85,240,-117.2206741,32.84166162,CURIE ST @ PIRE AV S/S
SX-004120-001,COBRA,IND,85,240,-117.2197143,32.84234934,CURIE ST @ DALEN AV S/S
SS-006504-001,COBRA,IND,85,240,-117.2162936,32.85096765,CARNEGIE ST N/O SCRIPPS WY @ CDS
SX-003882-001,COBRA,IND,85,240,-117.2169078,32.84998359,CARNEGIE ST @ SCRIPPS WY W/S
SS-006505-001,COBRA,IND,85,240,-117.2178357,32.84836752,CARNEGIE ST N/O CARNEGIE CT 320' WS
SS-006503-001,COBRA,IND,85,240,-117.2178919,32.84471506,CARNEGIE PL S/O CARNEGIE ST 570 W/S
SS-020262-001,COBRA,IND,85,240,-117.21653,32.84403993,OCCIDENTAL ST S/O CARNEGIE ST @ CDS
SX-004062-002,COBRA,IND,85,240,-117.2156267,32.84460182,CARNEGIE WY @ OCCIDENTAL ST SW
SS-006508-002,COBRA,IND,85,240,-117.2146765,32.84482138,CARNEGIE WY E/O OCCIDENTAL ST S/S
SS-026904-001,COBRA,IND,85,240,-117.2148736,32.8502494,TULANE ST N/O ETON AV @ CDS
SX-003889-001,COBRA,IND,85,240,-117.2150828,32.84986944,ETON AV @ TULANE ST NW
SX-003960-001,COBRA,IND,85,120,-117.2160095,32.8485099,TULANE ST @ TULANE WY W/S
SS-026903-001,COBRA,IND,85,240,-117.215379,32.84738457,TULANE CT S/O TULANE ST @ CDS
,COBRA,IND,85,240,-117.2162396,32.84794915,TULANE ST N/O OCCIDENTAL ST N/S
SX-004019-001,COBRA,IND,85,240,-117.2151502,32.84593818,OCCIDENTAL ST @ TULANE ST NW
SX-003898-001,COBRA,IND,85,240,-117.2140701,32.84970003,ETON AV @ ETON CT N/S
SS-010536-001,COBRA,IND,85,240,-117.2138714,32.84861359,ETON CT S/O ETON AV @ CDS
SS-025505-001,COBRA,IND,85,240,-117.2117076,32.84859197,STADIUM PL E/O STADIUM ST @ CDS
SX-003954-001,COBRA,IND,85,240,-117.2127708,32.84815503,STADIUM PL @ STADIUM ST W/S
SX-003994-001,COBRA,IND,85,240,-117.2116048,32.84680223,ITHACA PL @ ITHACA ST S/S
SS-014321-001,COBRA,IND,85,240,-117.2115205,32.84789349,ITHACA PL N/O ITHACA @ CDS
SX-004000-001,COBRA,IND,85,240,-117.2124753,32.84669891,ITHACA ST @ STADIUM ST W/S
SX-004026-001,COBRA,IND,85,240,-117.2118841,32.84576972,STADIUM ST @ SYRACUSE AV W/S
SX-003897-001,COBRA,IND,85,240,-117.2134083,32.84950955,ETON AV @ STADIUM ST SW
SX-003869-001,COBRA,IND,85,240,-117.2135087,32.85042278,STADIUM CT @ STADIUM ST SW
SX-003737-001,COBRA,IND,85,120,-117.2122909,32.85511191,WELLESLY AV @ WELLESLY CT N/S
SS-028386-002,COBRA,IND,85,120,-117.2129603,32.85510496,WELLESLY AV W/O WELLESLY CT 400' N/S
SS-025621-001,COBRA,IND,85,240,-117.2123774,32.85290172,STETSON PL N/O STETSON ST @ CDS
SS-025620-001,COBRA,IND,85,240,-117.2130043,32.8516305,STETSON AV E/O STADIUM ST 100' N/S
SX-003823-001,COBRA,IND,85,240,-117.2121758,32.85166954,STETSON AV @ STETSON PL S/S
SX-004767-001,COBRA,IND,85,240,-117.2192187,32.82920656,GUILITOY AV @ JUTLAND DR
SX-004761-001,COBRA,IND,85,240,-117.218239,32.82930857,HAIDAS AV @ JUTLAND DR SW
SX-004731-001,COBRA,IND,85,240,-117.2176089,32.8297913,IDLEWILD WY @ JUTLAND DR S/E
SS-014803-002,COBRA,IND,85,240,-117.2202791,32.82890102,JUTLAND DR N/O ABER ST 250' W/S
SS-001617-002,COBRA,IND,85,240,-117.2210136,32.82858464,ABER ST N/O JUTLAND DR 150' N/S
SS-014806-001,COBRA,IND,85,240,-117.2220844,32.8279282,JUTLAND PL NE/O JUTLAND DR @ CDS N/S
SS-014806-002,COBRA,IND,85,240,-117.2228544,32.82772153,JUTLAND PL N/O JUTLAND DR @ CORNER W/S
,COBRA,IND,150,120,-117.2211383,32.84763405,AWARD RW E/O HONORS DR @ CDS
SX-003948-001,COBRA,IND,85,120,-117.2208253,32.84818289,RENAULT PL @ RENAULT ST S/S
,COBRA,IND,85,120,-117.2214441,32.84943545,FRIED AV E/O HONORS DR 350' N/S
,COBRA,IND,85,120,-117.2177018,32.83201833,CS LUNA AV W/O JUTLAND DR 460' N/S
,COBRA,IND,85,120,-117.2188744,32.83266368,CS LUNA AV E/O HIDALGO AV 320' N/S
SS-015585-002,COBRA,IND,85,240,-117.2395249,32.85291764,CO BELLO @ LA JOLLA SCENIC DR N E/S
SX-003890-001,COBRA,IND,85,120,-117.2407878,32.84963047,L J SCENIC DR @ WOODFORD DR SE
SX-003653-001,COBRA,IND,85,240,-117.2398446,32.85920474,L J SCENIC DR NORTH @ SCENIC PL E/S
SS-008183-001,COBRA,IND,85,120,-117.2389677,32.86130119,CRANBROOK CT NW/O SUGARMAN DR 240' W/S
SS-015580-001,COBRA,IND,85,240,-117.2398419,32.86110882,LA JOLLA SCENIC DR N/O SCENIC PL 660' E/S
SS-025766-001,COBRA,IND,85,120,-117.2389956,32.85599817,AI 8258 SUGARMAN DR S/OCRANBROOK @ CDS-8258
SS-025766-002,COBRA,IND,85,120,-117.2386454,32.85667702,SUGARMAN DR S/O CRANBROOK CT 500' E/S
SX-004514-001,COBRA,IND,85,240,-117.2107897,32.83354089,GAYLORD DR @ JENNIFER ST @ CDS
SS-027795-001,COBRA,IND,85,120,-117.2357606,32.85550661,VIA MALLORCA S/O VIA MARIN 560
SX-004826-001,COBRA,IND,165,120,-117.2420512,32.82823272,SAGEBRUSH RD @ SOLEDAD MTN RD NE
SS-021866-001,COBRA,IND,85,120,-117.221899,32.84198432,AI ALLEY E/O HONORS S/O PIRE-94648
SS-003186-001,COBRA,IND,85,120,-117.2377795,32.85009358,AV KIRJAH N/O BELLAKAREN PL 390 E/S
SS-030414-002,COBRA,IND,85,120,-117.2284517,32.84041192,BOTHE AV E/O BLOCH ST 670' S/S
SS-022983-001,COBRA,IND,85,120,-117.2225778,32.8625886,REGENTS RD S/O BERINO CT 460' E/S
SX-003893-001,COBRA,IND,165,120,-117.2451,32.84946662,ESTEREL DR @ ST TROPEZ PL E/S
SX-004066-001,COBRA,IND,85,240,-117.2217971,32.84471944,DALEN AV @ SANDBURG WY NE/S
SS-025156-001,COBRA,IND,85,120,-117.228644,32.84309927,SODERBLOM AV E/O BARKLA ST 620' S/S
